ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match
18.2," Yash Thakur to Rayudu, 1 run, 136.9kph, heaved to deep mid-wicket ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
18.1," Yash Thakur to Jadeja, 1 run, 121.8kph, back of a length ball, punched towards long-off ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
17.6,"Mark Wood to Jadeja, leg byes, 1 run, 147.8kph, well-directed bumper, Jadeja takes his eyes off it as he tries to pull and the ball goes towards third man off his helmet. It was a cross-seam ball. Replays show that it went off the batter's shoulder",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
17.5," Mark Wood to Rayudu, 1 run, 149.5kph, very full and darted in, a shuffling Rayudu manages to flick it away to backward square leg ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
17.4," Mark Wood to Rayudu, SIX, shot! Rayudu goes downtown. 147.6kph and Rayudu shimmies down the track to it. Converts it into a half-volley and smashes through the line. Wow, that came right off the meat of the bat ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
17.3," Mark Wood to Jadeja, leg byes, 1 run, back of a length delivery, Jadeja is late to close his bat-face and the ball thuds into his thigh pad ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
17.2," Mark Wood to Rayudu, 1 run, 142kph, banged in short, Rayudu gets inside the line to hook. Hits him on the glove and falls in the no-man's land around backward square leg ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
17.1," Mark Wood to Rayudu, SIX, wow! 143kph, that's a stylish shot from Rayudu. Walks across towards off and uses the bowler's pace and angle to his advantage. Brings his wrists into play to whip it over backward square leg. Short boundary and the man in the deep is just a spectator ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
16.6," Avesh Khan to Stokes, out Caught by Yash Thakur!! 123.4kph, pace off, full in length, Stokes gets down on one leg and is early into his slog across the line. The ball loops up off the outer edge and Thakur takes a safe catch at backward point. Stokes c Yash Thakur b Avesh Khan 8(8) [4s-1] ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
16.5," Avesh Khan to Stokes, FOUR, 135.5kph, Avesh Khan slightly errs with his length as he goes for the yorker. Stokes hangs back, manages to get under it and tonks it over wide mid-off for a one-bounce four ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
16.4," Avesh Khan to Rayudu, 1 run, 132.7kph, Avesh Khan slips in a yorker and that's been jammed down the pitch ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
16.3," Avesh Khan to Stokes, 1 run, 136.7kph, low full toss, Stokes clears his front leg and drills it to sweeper cover ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
16.2," Avesh Khan to Rayudu, 1 run, 132.8kph, Rayudu walks across and pulls this short ball over backward square leg ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
16.1," Avesh Khan to Stokes, 1 run, 132.1kph, short of a good length, Stokes backs away and heaves it to deep mid-wicket ",CSK Inns,6th,Chennai Super Kings,Lucknow Super Giants,"Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar","Lucknow Super Giants (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan","Chennai Super Kings subs: Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane","Lucknow Super Giants subs: Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",IPL,2023,"MA Chidambaram Stadium,Chennai","Apr 03,2023",Lucknow Super Giants have won the toss and have opted to field,Chennai Super Kings won by 12 runs,Moeen Ali
